"Jahr","PLZ","Generalabonnement","Generalabonnement.Flag","Halbtaxabonnement","Halbtaxabonnement.Flag","Bevölkerung","anteil_ga_besitzer","anteil_hta_besitzer"
2013,1725,26,NA,223,NA,1402,1.85449358059914,15.9058487874465
2013,1726,51,NA,262,NA,2168,2.35239852398524,12.0848708487085
2013,1736,9.68776371308017,1,94,NA,935,1.036124461292,10.0534759358289
2013,1740,97,NA,481,NA,2387,4.06367825722664,20.1508169250105
2013,1742,9.68776371308017,1,85,NA,719,1.34739411864815,11.8219749652295
2013,1782,147,NA,668,NA,4093,3.59149767896408,16.3205472758368
2013,1793,29,NA,104,NA,420,6.9047619047619,24.7619047619048
2013,1802,96,NA,799,NA,2221,4.32237730751914,35.9747861323728
2013,1803,96,NA,535,NA,1662,5.77617328519856,32.1901323706378
2013,1804,110,NA,612,NA,2521,4.36334787782626,24.2760809202697
2013,1814,617,NA,3240,NA,10993,5.61266260347494,29.4733011916674
2013,1816,25,NA,240,NA,1073,2.32991612301957,22.3671947809879
2013,1822,98,NA,679,NA,1950,5.02564102564103,34.8205128205128
2013,1846,9.68776371308017,1,68,NA,356,2.72128194187645,19.1011235955056
2013,1853,52,NA,242,NA,1029,5.05344995140914,23.5179786200194
2013,1854,111,NA,1705,NA,4096,2.7099609375,41.6259765625
2013,1863,20,NA,88,NA,485,4.12371134020619,18.1443298969072
2013,1865,37,NA,269,NA,1186,3.11973018549747,22.681281618887
2013,1871,61,NA,359,NA,2353,2.59243518912027,15.2571185720357
2013,1874,9.68776371308017,1,327,NA,1256,0.771318766964982,26.0350318471338
2013,1892,34,NA,164,NA,879,3.86803185437998,18.6575654152446
2013,1895,66,NA,264,NA,1885,3.50132625994695,14.0053050397878
2013,1897,116,NA,682,NA,3651,3.17721172281567,18.6798137496576
2013,1908,53,NA,271,NA,2456,2.15798045602606,11.0342019543974
2013,1911,9.68776371308017,1,174,NA,955,1.01442551969426,18.2198952879581
2013,1922,43,NA,258,NA,839,5.12514898688915,30.7508939213349
2013,1927,20,NA,114,NA,350,5.71428571428571,32.5714285714286
2013,1929,9.68776371308017,1,21,NA,161,6.01724454228582,13.0434782608696
2013,1941,48,NA,195,NA,1175,4.08510638297872,16.5957446808511
2013,1944,9.68776371308017,1,31,NA,120,8.07313642756681,25.8333333333333
2013,1945,9.68776371308017,1,87,NA,744,1.30211877863981,11.6935483870968
2013,1948,9.68776371308017,1,64,NA,639,1.51608195822851,10.0156494522692
2013,1993,26,NA,125,NA,803,3.23785803237858,15.5666251556663
2013,1994,25,NA,161,NA,817,3.05997552019584,19.7062423500612
2013,2036,91,NA,464,NA,1836,4.95642701525054,25.2723311546841
2013,2053,75,NA,439,NA,2461,3.04754164973588,17.8382771231207
2013,2065,26,NA,180,NA,1120,2.32142857142857,16.0714285714286
2013,2068,140,NA,653,NA,2579,5.42846064366033,25.3198914307871
2013,2088,53,NA,285,NA,1905,2.78215223097113,14.9606299212598
2013,2103,21,NA,70,NA,516,4.06976744186047,13.5658914728682
2013,2112,23,NA,187,NA,803,2.86425902864259,23.2876712328767
2013,2123,8.78217821782178,1,46,NA,643,1.36581309763947,7.15396578538103
2013,2149,8.78217821782178,1,28,NA,107,8.20764319422596,26.1682242990654
2013,2316,30,NA,233,NA,1275,2.35294117647059,18.2745098039216
2013,2333,8.78217821782178,1,91,NA,636,1.38084563173298,14.3081761006289
2013,2336,26,NA,190,NA,1155,2.25108225108225,16.4502164502164
2013,2400,117,NA,1223,NA,10459,1.1186537909934,11.6932785161105
2013,2406,8.78217821782178,1,54,NA,693,1.26726958410127,7.79220779220779
2013,2515,41,NA,218,NA,874,4.69107551487414,24.9427917620137
2013,2516,23,NA,140,NA,733,3.13778990450205,19.0995907230559
2013,2517,8.78217821782178,1,92,NA,438,2.00506352005064,21.0045662100457
2013,2520,218,NA,975,NA,3521,6.19142289122408,27.6909968758875
2013,2536,8.78217821782178,1,92,NA,368,2.38646147223418,25
2013,2543,265,NA,1263,NA,4672,5.67208904109589,27.0333904109589
2013,2544,255,NA,1310,NA,4835,5.27404343329886,27.0941054808687
2013,2545,127,NA,902,NA,3180,3.9937106918239,28.3647798742138
2013,2552,132,NA,728,NA,2645,4.99054820415879,27.523629489603
2013,2553,99,NA,583,NA,1886,5.2492046659597,30.9119830328738
2013,2555,305,NA,1155,NA,4236,7.20018885741265,27.2662889518414
2013,2572,211,NA,823,NA,2251,9.37361172812084,36.5615282096846
2013,2577,65,NA,278,NA,1115,5.82959641255605,24.932735426009
2013,2610,145,NA,977,NA,5086,2.85096342902084,19.2095949665749
2013,2712,8.78217821782178,1,35,NA,345,2.54555890371646,10.1449275362319
2013,2716,8.78217821782178,1,10.7560975609756,2,144,6.09873487348735,7.46951219512195
2013,2720,120,NA,698,NA,4087,2.93613897724492,17.0785417176413
2013,2723,8.78217821782178,1,31,NA,119,7.37998169564856,26.0504201680672
2013,2732,80,NA,469,NA,2888,2.77008310249307,16.2396121883657
2013,2742,8.78217821782178,1,73,NA,445,1.97352319501613,16.4044943820225
2013,2743,8.78217821782178,1,61,NA,364,2.41268632357741,16.7582417582418
2013,2746,34,NA,108,NA,538,6.31970260223048,20.0743494423792
2013,2806,8.78217821782178,1,10.7560975609756,2,116,7.57084329122567,9.27249789739277
2013,2807,8.78217821782178,1,51,NA,353,2.48786918351892,14.4475920679887
2013,2814,8.78217821782178,1,32,NA,289,3.03881599232588,11.0726643598616
2013,2823,8.78217821782178,1,86,NA,428,2.05191079855649,20.0934579439252
2013,2828,8.78217821782178,1,92,NA,507,1.73218505282481,18.1459566074951
2013,2843,8.78217821782178,1,58,NA,453,1.93867068826088,12.80353200883
2013,2873,8.78217821782178,1,33,NA,251,3.49887578399274,13.1474103585657
2013,2887,8.78217821782178,1,20,NA,144,6.09873487348735,13.8888888888889
2013,2906,8.78217821782178,1,101,NA,662,1.32661302384015,15.2567975830816
2013,2916,8.78217821782178,1,41,NA,357,2.45999389854952,11.484593837535
2013,2925,8.78217821782178,1,44,NA,427,2.05671621026271,10.3044496487119
2013,2950,83,NA,332,NA,2208,3.75905797101449,15.036231884058
2013,3007,3535,NA,7116,NA,15286,23.125735967552,46.552400889703
2013,3013,2295,NA,4761,NA,10312,22.255624515128,46.1695112490303
2013,3027,1007,NA,3320,NA,13045,7.71943273284783,25.4503641241855
2013,3036,59,NA,276,NA,892,6.61434977578475,30.9417040358744
2013,3037,191,NA,799,NA,1603,11.9151590767311,49.8440424204616
2013,3043,133,NA,692,NA,1547,8.5972850678733,44.7317388493859
2013,3047,543,NA,1992,NA,4329,12.5433125433125,46.015246015246
2013,3049,56,NA,202,NA,489,11.4519427402863,41.3087934560327
2013,3053,907,NA,3811,NA,9731,9.32072757167814,39.1634980988593
2013,3074,787,NA,3006,NA,6177,12.7408126922454,48.6644001942691
2013,3075,317,NA,1377,NA,3865,8.20181112548512,35.627425614489
2013,3078,11.8452380952381,1,131,NA,396,2.99122174122174,33.0808080808081
2013,3086,84,NA,429,NA,1188,7.07070707070707,36.1111111111111
2013,3088,42,NA,227,NA,1037,4.05014464802314,21.8900675024108
2013,3111,40,NA,146,NA,423,9.45626477541371,34.5153664302601
2013,3116,102,NA,454,NA,1393,7.32232591529074,32.5915290739411
2013,3145,255,NA,1112,NA,2756,9.25253991291727,40.3483309143686
2013,3153,23,NA,107,NA,479,4.80167014613779,22.3382045929019
2013,3155,11.8452380952381,1,71,NA,399,2.96873135219,17.7944862155388
2013,3156,11.8452380952381,1,79,NA,367,3.22758531205398,21.5258855585831
2013,3157,11.8452380952381,1,85,NA,338,3.50450831220062,25.1479289940828
2013,3175,101,NA,476,NA,2143,4.71301913205786,22.2118525431638
2013,3178,176,NA,920,NA,3277,5.3707659444614,28.0744583460482
2013,3202,66,NA,421,NA,1154,5.71923743500867,36.4818024263432
2013,3205,77,NA,352,NA,1034,7.4468085106383,34.0425531914894
2013,3214,21,NA,115,NA,398,5.27638190954774,28.894472361809
2013,3215,24,NA,143,NA,636,3.77358490566038,22.4842767295597
2013,3235,145,NA,404,NA,1334,10.8695652173913,30.2848575712144
2013,3238,40,NA,201,NA,701,5.70613409415121,28.6733238231098
2013,3262,53,NA,221,NA,627,8.45295055821372,35.2472089314195
2013,3263,42,NA,233,NA,775,5.41935483870968,30.0645161290323
2013,3273,49,NA,394,NA,1277,3.8371182458888,30.8535630383712
2013,3274,43,NA,370,NA,1061,4.05278039585297,34.8727615457116
2013,3308,108,NA,388,NA,975,11.0769230769231,39.7948717948718
2013,3312,266,NA,698,NA,1794,14.8272017837235,38.907469342252
2013,3313,46,NA,174,NA,458,10.0436681222707,37.9912663755459
2013,3315,367,NA,975,NA,3083,11.9039896204995,31.6250405449238
2013,3322,406,NA,2235,NA,6690,6.06875934230194,33.4080717488789
2013,3360,726,NA,1809,NA,5973,12.1546961325967,30.286288297338
2013,3414,226,NA,1018,NA,3747,6.03149186015479,27.1684013877769
2013,3417,11.8452380952381,1,133,NA,422,2.80692845858723,31.5165876777251
2013,3421,92,NA,555,NA,1642,5.60292326431181,33.8002436053593
2013,3433,11.8452380952381,1,113,NA,525,2.2562358276644,21.5238095238095
2013,3462,24,NA,101,NA,491,4.88798370672098,20.5702647657841
2013,3503,30,NA,148,NA,404,7.42574257425743,36.6336633663366
2013,3507,128,NA,657,NA,1901,6.73329826407154,34.5607574960547
2013,3508,28,NA,184,NA,830,3.37349397590361,22.1686746987952
2013,3531,22,NA,156,NA,642,3.42679127725857,24.2990654205607
2013,3538,26,NA,123,NA,929,2.79870828848224,13.2400430570506
2013,3543,11.8452380952381,1,126,NA,529,2.23917544333423,23.8185255198488
2013,3550,939,NA,2625,NA,7078,13.2664594518226,37.086747668833
2013,3552,78,NA,434,NA,1212,6.43564356435644,35.8085808580858
2013,3555,113,NA,499,NA,1650,6.84848484848485,30.2424242424242
2013,3615,60,NA,301,NA,1497,4.00801603206413,20.1068804275217
2013,3635,49,NA,184,NA,664,7.37951807228916,27.710843373494
2013,3645,501,NA,1606,NA,4162,12.0374819798174,38.5872176838059
2013,3653,298,NA,1146,NA,2334,12.7677806341045,49.1002570694087
2013,3654,108,NA,468,NA,886,12.1896162528217,52.8216704288939
2013,3656,47,NA,333,NA,874,5.37757437070938,38.1006864988558
2013,3658,78,NA,442,NA,892,8.74439461883408,49.5515695067265
2013,3671,73,NA,315,NA,1108,6.5884476534296,28.4296028880866
2013,3672,295,NA,1045,NA,3054,9.65946299934512,34.2174197773412
2013,3703,196,NA,636,NA,1937,10.1187403200826,32.8342798141456
2013,3707,11.8452380952381,1,126,NA,415,2.85427423981641,30.3614457831325
2013,3754,11.8452380952381,1,100,NA,438,2.70439225918678,22.8310502283105
2013,3766,67,NA,306,NA,1301,5.14988470407379,23.5203689469639
2013,3770,211,NA,810,NA,2454,8.59820700896496,33.0073349633252
2013,3777,11.8452380952381,1,111,NA,325,3.64468864468864,34.1538461538462
2013,3780,123,NA,1062,NA,3049,4.03410954411282,34.8310921613644
2013,3782,11.8452380952381,1,226,NA,816,1.4516223155929,27.6960784313725
2013,3783,22,NA,123,NA,403,5.4590570719603,30.5210918114144
2013,3803,68,NA,397,NA,1056,6.43939393939394,37.594696969697
2013,3804,24,NA,137,NA,648,3.7037037037037,21.141975308642
2013,3806,187,NA,772,NA,2520,7.42063492063492,30.6349206349206
2013,3807,27,NA,148,NA,426,6.33802816901408,34.7417840375587
2013,3812,185,NA,881,NA,2445,7.56646216768916,36.0327198364008
2013,3822,29,NA,326,NA,856,3.38785046728972,38.0841121495327
2013,3825,11.8452380952381,1,212,NA,345,3.43340234644582,61.4492753623188
2013,3852,118,NA,598,NA,1735,6.80115273775216,34.4668587896254
2013,3856,29,NA,178,NA,483,6.00414078674948,36.8530020703934
2013,3862,45,NA,275,NA,814,5.52825552825553,33.7837837837838
2013,3864,11.8452380952381,1,114,NA,321,3.69010532561934,35.5140186915888
2013,3903,72,NA,329,NA,824,8.7378640776699,39.9271844660194
2013,3905,45,NA,118,NA,393,11.4503816793893,30.0254452926209
2013,3913,0,NA,10.7560975609756,2,15,0,71.7073170731707
2013,3923,53,NA,215,NA,476,11.1344537815126,45.1680672268908
2013,3926,11.8452380952381,1,124,NA,242,4.89472648563558,51.2396694214876
2013,3929,44,NA,286,NA,1212,3.63036303630363,23.5973597359736
2013,3935,76,NA,313,NA,725,10.4827586206897,43.1724137931034
2013,3939,55,NA,149,NA,339,16.2241887905605,43.952802359882
2013,3947,25,NA,53,NA,193,12.9533678756477,27.4611398963731
2013,3948,28,NA,74,NA,262,10.6870229007634,28.2442748091603
2013,3952,300,NA,803,NA,2481,12.0918984280532,32.3659814590891
2013,3956,45,NA,158,NA,432,10.4166666666667,36.5740740740741
2013,3957,45,NA,175,NA,394,11.4213197969543,44.4162436548223
2013,3961,109,NA,594,NA,2516,4.33227344992051,23.6089030206677
2013,3971,106,NA,401,NA,1757,6.03301081388731,22.8229937393284
2013,3972,63,NA,334,NA,1388,4.53890489913545,24.0634005763689
2013,3978,22,NA,192,NA,836,2.63157894736842,22.9665071770335
2013,3979,52,NA,383,NA,2253,2.30803373280071,16.9995561473591
2013,3982,105,NA,303,NA,866,12.1247113163972,34.9884526558891
2013,3987,20,NA,123,NA,249,8.03212851405623,49.3975903614458
2013,3988,44,NA,164,NA,433,10.161662817552,37.8752886836028
2013,3994,36,NA,124,NA,303,11.8811881188119,40.9240924092409
2013,4054,1372,NA,7472,NA,18521,7.40780735381459,40.343393985206
2013,4057,1039,NA,6554,NA,27636,3.75958894195976,23.7154436242582
2013,4106,278,NA,3130,NA,9837,2.8260648571719,31.8186438954966
2013,4108,39,NA,462,NA,1430,2.72727272727273,32.3076923076923
2013,4202,37,NA,338,NA,1252,2.95527156549521,26.9968051118211
2013,4203,38,NA,356,NA,1795,2.11699164345404,19.8328690807799
2013,4227,37,NA,392,NA,2084,1.77543186180422,18.809980806142
2013,4246,20,NA,251,NA,1382,1.44717800289436,18.1620839363242
2013,4302,26,NA,236,NA,859,3.0267753201397,27.4738067520373
2013,4303,156,NA,1007,NA,5527,2.82250768952415,18.2196489958386
2013,4315,22,NA,219,NA,856,2.57009345794393,25.5841121495327
2013,4332,80,NA,556,NA,3037,2.63417846559104,18.3075403358578
2013,4414,124,NA,982,NA,4331,2.86308012006465,22.6737474024475
2013,4445,10.056338028169,1,69,NA,247,4.07139191423847,27.9352226720648
2013,4446,28,NA,179,NA,692,4.04624277456647,25.8670520231214
2013,4462,25,NA,162,NA,607,4.11861614497529,26.6886326194399
2013,4469,10.056338028169,1,162,NA,587,1.71317513256712,27.5979557069847
2013,4494,10.056338028169,1,177,NA,472,2.13058009071377,37.5
2013,4496,10.056338028169,1,56,NA,157,6.40531084596752,35.6687898089172
2013,4512,262,NA,1356,NA,5172,5.06573859242073,26.2180974477958
2013,4513,343,NA,1297,NA,3758,9.1271953166578,34.5130388504524
2013,4534,35,NA,275,NA,941,3.71944739638682,29.2242295430393
2013,4536,50,NA,334,NA,1381,3.62056480811007,24.1853729181752
2013,4537,135,NA,524,NA,2152,6.27323420074349,24.3494423791822
2013,4543,124,NA,586,NA,2245,5.52338530066815,26.1024498886414
2013,4564,57,NA,329,NA,1463,3.8961038961039,22.488038277512
2013,4579,10.056338028169,1,51,NA,196,5.1307847082495,26.0204081632653
2013,4587,10.056338028169,1,79,NA,222,4.52988199467073,35.5855855855856
2013,4600,3443,NA,5571,NA,17318,19.881048619933,32.1688416676291
2013,4623,108,NA,522,NA,2026,5.33070088845015,25.7650542941757
2013,4624,65,NA,339,NA,1453,4.47350309704061,23.331039229181
2013,4626,45,NA,264,NA,981,4.58715596330275,26.9113149847095
2013,4704,227,NA,933,NA,4552,4.98681898066784,20.4964850615114
2013,4719,10.056338028169,1,54,NA,320,3.14260563380282,16.875
2013,4812,52,NA,262,NA,919,5.65832426550598,28.5092491838955
2013,4852,342,NA,1865,NA,8193,4.17429512998901,22.7633345538875
2013,4856,31,NA,173,NA,767,4.04172099087353,22.5554106910039
2013,4911,20,NA,139,NA,501,3.99201596806387,27.7445109780439
2013,4914,226,NA,991,NA,3862,5.85189021232522,25.6602796478509
2013,4922,186,NA,710,NA,3099,6.00193610842207,22.9106163278477
2013,4932,150,NA,690,NA,2629,5.70559147965006,26.2457208063903
2013,4954,46,NA,187,NA,1110,4.14414414414414,16.8468468468468
2013,5004,237,NA,544,NA,2341,10.1238786843229,23.2379325074754
2013,5024,332,NA,1384,NA,3525,9.41843971631206,39.2624113475177
2013,5027,72,NA,384,NA,1399,5.14653323802716,27.4481772694782
2013,5033,628,NA,1939,NA,7408,8.47732181425486,26.1744060475162
2013,5040,199,NA,1101,NA,4038,4.92818226844973,27.2659732540862
2013,5043,35,NA,259,NA,1285,2.72373540856031,20.1556420233463
2013,5046,34,NA,248,NA,1208,2.81456953642384,20.5298013245033
2013,5054,33,NA,335,NA,1690,1.95266272189349,19.8224852071006
2013,5058,9.94117647058824,1,46,NA,169,5.88235294117647,27.2189349112426
2013,5062,31,NA,148,NA,588,5.27210884353741,25.1700680272109
2013,5075,41,NA,181,NA,882,4.64852607709751,20.5215419501134
2013,5079,34,NA,267,NA,1103,3.08250226654578,24.2067089755213
2013,5080,59,NA,427,NA,2158,2.73401297497683,19.7868396663577
2013,5103,283,NA,1292,NA,4304,6.57527881040892,30.0185873605948
2013,5107,125,NA,526,NA,1691,7.39207569485511,31.1058545239503
2013,5237,9.94117647058824,1,125,NA,400,2.48529411764706,31.25
2013,5243,52,NA,289,NA,1018,5.10805500982318,28.3889980353635
2013,5246,46,NA,202,NA,649,7.08782742681048,31.1248073959938
2013,5272,38,NA,262,NA,1000,3.8,26.2
2013,5274,9.94117647058824,1,66,NA,267,3.72328706763604,24.7191011235955
2013,5277,9.94117647058824,1,79,NA,262,3.79434216434665,30.1526717557252
2013,5301,28,NA,134,NA,440,6.36363636363636,30.4545454545455
2013,5303,190,NA,1200,NA,4302,4.41655044165504,27.8940027894003
2013,5305,9.94117647058824,1,126,NA,365,2.72360999194198,34.5205479452055
2013,5312,175,NA,839,NA,3826,4.5739675901725,21.9289074751699
2013,5314,126,NA,765,NA,3390,3.71681415929204,22.5663716814159
2013,5322,73,NA,310,NA,1585,4.60567823343849,19.5583596214511
2013,5332,36,NA,161,NA,986,3.65111561866126,16.3286004056795
2013,5417,354,NA,1929,NA,6120,5.7843137254902,31.5196078431373
2013,5420,243,NA,1526,NA,4519,5.37729586191635,33.7685328612525
2013,5454,47,NA,558,NA,1560,3.01282051282051,35.7692307692308
2013,5506,117,NA,470,NA,2064,5.66860465116279,22.7713178294574
2013,5524,119,NA,686,NA,2535,4.69428007889546,27.0611439842209
2013,5525,47,NA,326,NA,1578,2.97845373891001,20.659062103929
2013,5604,54,NA,259,NA,1055,5.11848341232227,24.5497630331754
2013,5611,33,NA,247,NA,1040,3.17307692307692,23.75
2013,5617,23,NA,115,NA,431,5.33642691415313,26.6821345707657
2013,5624,59,NA,264,NA,1015,5.8128078817734,26.0098522167488
2013,5626,25,NA,261,NA,1127,2.21827861579414,23.1588287488909
2013,5628,58,NA,301,NA,1380,4.20289855072464,21.8115942028986
2013,5642,45,NA,298,NA,1014,4.43786982248521,29.3885601577909
2013,5646,9.94117647058824,1,204,NA,957,1.03878542012416,21.3166144200627
2013,5712,177,NA,1001,NA,2964,5.97165991902834,33.7719298245614
2013,5732,34,NA,312,NA,1307,2.60137719969396,23.8714613618975
2013,5734,206,NA,1428,NA,8103,2.54226829569295,17.6231025546094
2013,5736,9.94117647058824,1,141,NA,965,1.0301737275221,14.6113989637306
2013,5742,207,NA,945,NA,4258,4.86143729450446,22.1935180836073
2013,5745,124,NA,719,NA,3588,3.45596432552954,20.0390189520624
2013,6005,2800,NA,10145,NA,21539,12.9996750081248,47.1006081990807
2013,6006,2069,NA,7688,NA,17206,12.0248750435894,44.6820876438452
2013,6015,308,NA,1636,NA,8408,3.66317792578497,19.4576593720266
2013,6032,242,NA,1542,NA,6128,3.9490861618799,25.1631853785901
2013,6033,259,NA,1792,NA,5532,4.68185104844541,32.3933477946493
2013,6042,32,NA,321,NA,1283,2.49415432579891,25.0194855806703
2013,6043,335,NA,2103,NA,5399,6.20485275050935,38.9516577143916
2013,6052,228,NA,2000,NA,5568,4.0948275862069,35.9195402298851
2013,6055,122,NA,1576,NA,5235,2.33046800382044,30.1050620821394
2013,6072,100,NA,1510,NA,4274,2.33972859148339,35.3299017313992
2013,6085,7.23049645390071,1,158,NA,337,2.14554790916935,46.8842729970326
2013,6103,24,NA,380,NA,1493,1.60750167448091,25.4521098459478
2013,6125,7.23049645390071,1,74,NA,508,1.4233260736025,14.5669291338583
2013,6143,7.23049645390071,1,74,NA,299,2.41822623876278,24.7491638795987
2013,6146,21,NA,128,NA,707,2.97029702970297,18.1046676096181
2013,6147,30,NA,204,NA,1099,2.72975432211101,18.5623293903549
2013,6197,22,NA,136,NA,980,2.24489795918367,13.8775510204082
2013,6205,74,NA,540,NA,1690,4.37869822485207,31.9526627218935
2013,6218,62,NA,593,NA,2095,2.95942720763723,28.3054892601432
2013,6221,52,NA,529,NA,2505,2.07584830339321,21.1177644710579
2013,6222,32,NA,406,NA,1667,1.91961607678464,24.3551289742052
2013,6242,103,NA,532,NA,1913,5.38421327757449,27.8097229482488
2013,6245,7.23049645390071,1,101,NA,413,1.75072553363213,24.455205811138
2013,6253,7.23049645390071,1,181,NA,723,1.00006866582306,25.0345781466113
2013,6265,7.23049645390071,1,162,NA,683,1.05863784098107,23.7188872620791
2013,6276,44,NA,296,NA,1148,3.83275261324042,25.7839721254355
2013,6283,25,NA,306,NA,954,2.62054507337526,32.0754716981132
2013,6285,80,NA,738,NA,2562,3.12256049960968,28.8056206088993
2013,6295,7.23049645390071,1,68,NA,277,2.61028752848401,24.5487364620939
2013,6318,175,NA,1430,NA,3672,4.76579520697168,38.9433551198257
2013,6363,7.23049645390071,1,239,NA,698,1.03588774411185,34.2406876790831
2013,6365,7.23049645390071,1,82,NA,285,2.53701629961428,28.7719298245614
2013,6376,24,NA,388,NA,1359,1.76600441501104,28.5504047093451
2013,6388,7.23049645390071,1,64,NA,356,2.03103832974739,17.9775280898876
2013,6402,47,NA,492,NA,1202,3.91014975041597,40.9317803660566
2013,6416,38,NA,212,NA,920,4.1304347826087,23.0434782608696
2013,6442,82,NA,829,NA,2145,3.82284382284382,38.6480186480186
2013,6462,44,NA,465,NA,1834,2.39912758996728,25.3544165757906
2013,6518,7.23049645390071,1,83,NA,747,0.967937945635972,11.1111111111111
2013,6527,7.23049645390071,1,83,NA,1484,0.487230219265546,5.59299191374663
2013,6534,7.23049645390071,1,83,NA,754,0.958951784336964,11.0079575596817
2013,6544,7.23049645390071,1,10.7560975609756,2,51,14.1774440272563,21.090387374462
2013,6563,7.23049645390071,1,67,NA,1039,0.695909187093427,6.44850818094321
2013,6565,0,NA,21,NA,258,0,8.13953488372093
2013,6577,7.23049645390071,1,21,NA,111,6.51396076927992,18.9189189189189
2013,6592,7.23049645390071,1,179,NA,2305,0.31368748173105,7.76572668112798
2013,6605,7.23049645390071,1,130,NA,689,1.04941893380272,18.8679245283019
2013,6616,43,NA,645,NA,6093,0.705727884457574,10.5859182668636
2013,6622,7.23049645390071,1,97,NA,528,1.36941220717816,18.3712121212121
2013,6633,7.23049645390071,1,10.7560975609756,2,98,7.37805760602113,10.9756097560976
2013,6644,7.23049645390071,1,194,NA,748,0.966643910949293,25.9358288770053
2013,6662,7.23049645390071,1,23,NA,86,8.40755401616362,26.7441860465116
2013,6670,7.23049645390071,1,63,NA,565,1.27973388564614,11.1504424778761
2013,6678,7.23049645390071,1,58,NA,558,1.29578789496428,10.3942652329749
2013,6684,0,NA,10.7560975609756,2,51,0,21.090387374462
2013,6692,7.23049645390071,1,10.7560975609756,2,147,4.91870507068075,7.31707317073171
2013,6694,7.23049645390071,1,10.7560975609756,2,112,6.45580040526849,9.60365853658537
2013,6717,7.23049645390071,1,38,NA,271,2.66807987228808,14.0221402214022
2013,6720,7.23049645390071,1,10.7560975609756,2,131,5.51946294190894,8.21076149692795
2013,6742,7.23049645390071,1,36,NA,762,0.948884049068335,4.7244094488189
2013,6775,7.23049645390071,1,30,NA,331,2.1844400162842,9.06344410876133
2013,6821,7.23049645390071,1,87,NA,798,0.906077249862244,10.9022556390977
2013,6823,7.23049645390071,1,10.7560975609756,2,65,11.1238406983088,16.5478424015009
2013,6826,7.23049645390071,1,241,NA,2581,0.280143217896192,9.33746609841147
2013,6835,7.23049645390071,1,61,NA,715,1.0112582453008,8.53146853146853
2013,6837,7.23049645390071,1,62,NA,528,1.36941220717816,11.7424242424242
2013,6839,7.23049645390071,1,30,NA,321,2.25249110713418,9.34579439252336
2013,6854,7.23049645390071,1,102,NA,1697,0.42607521826168,6.01060695344726
2013,6864,7.23049645390071,1,113,NA,1216,0.594613195222098,9.29276315789474
2013,6873,7.23049645390071,1,34,NA,386,1.87318560981884,8.80829015544041
2013,6875,0,NA,32,NA,205,0,15.609756097561
2013,6916,7.23049645390071,1,20,NA,520,1.3904800872886,3.84615384615385
2013,6918,7.23049645390071,1,87,NA,1435,0.503867348703882,6.06271777003484
2013,6927,7.23049645390071,1,74,NA,592,1.22136764423998,12.5
2013,6935,7.23049645390071,1,55,NA,447,1.61756072794199,12.3042505592841
2013,6938,7.23049645390071,1,25,NA,333,2.17132025642664,7.50750750750751
2013,6944,7.23049645390071,1,142,NA,1307,0.553213194636627,10.8645753634277
2013,6947,7.23049645390071,1,64,NA,586,1.23387311500012,10.9215017064846
2013,6948,7.23049645390071,1,175,NA,1472,0.491202204748689,11.8885869565217
2013,6952,7.23049645390071,1,170,NA,2177,0.332131210560437,7.80891134588884
2013,6958,7.23049645390071,1,48,NA,542,1.33403993614404,8.85608856088561
2013,6960,7.23049645390071,1,25,NA,NA,NA,NA
2013,6966,7.23049645390071,1,34,NA,566,1.27747287171391,6.00706713780919
2013,6978,7.23049645390071,1,23,NA,223,3.2423750914353,10.3139013452915
2013,6989,7.23049645390071,1,31,NA,376,1.92300437603742,8.24468085106383
2013,6995,7.23049645390071,1,48,NA,439,1.64703791660608,10.9339407744875
2013,7012,99,NA,653,NA,2435,4.06570841889117,26.8172484599589
2013,7015,64,NA,370,NA,1211,5.28488852188274,30.5532617671346
2013,7016,7.24550898203593,1,173,NA,455,1.59241955649141,38.021978021978
2013,7019,7.24550898203593,1,49,NA,132,5.48902195608782,37.1212121212121
2013,7023,50,NA,353,NA,1001,4.995004995005,35.2647352647353
2013,7028,7.24550898203593,1,69,NA,217,3.33894423135296,31.7972350230415
2013,7062,7.24550898203593,1,32,NA,299,2.42324715118258,10.7023411371237
2013,7075,40,NA,290,NA,925,4.32432432432432,31.3513513513514
2013,7110,0,NA,10.7560975609756,2,14,0,76.8292682926829
2013,7126,7.24550898203593,1,140,NA,389,1.86259871003494,35.9897172236504
2013,7130,80,NA,736,NA,2570,3.11284046692607,28.6381322957198
2013,7132,33,NA,259,NA,971,3.39855818743563,26.6735324407827
2013,7144,25,NA,119,NA,494,5.06072874493927,24.0890688259109
2013,7147,7.24550898203593,1,35,NA,149,4.86275770606438,23.489932885906
2013,7159,7.24550898203593,1,46,NA,209,3.4667507091081,22.0095693779904
2013,7168,0,NA,10.7560975609756,2,71,0,15.1494331844727
2013,7172,20,NA,106,NA,473,4.22832980972516,22.4101479915433
2013,7182,7.24550898203593,1,10.7560975609756,2,27,26.8352184519849,39.8373983739837
2013,7183,7.24550898203593,1,10.7560975609756,2,46,15.7511064826868,23.3828207847296
2013,7184,7.24550898203593,1,51,NA,295,2.4561047396732,17.2881355932203
2013,7186,7.24550898203593,1,64,NA,250,2.89820359281437,25.6
2013,7187,7.24550898203593,1,48,NA,228,3.17785481668242,21.0526315789474
2013,7188,7.24550898203593,1,190,NA,894,0.810459617677397,21.2527964205817
